DSPAWN,DSTART,TIME,TANK_ID,AQUARIA_ID,TILE_ID,COLUMN_NO,ROW_NO,COLUMN_UNIQUE,ROW_UNIQUE,DENSITY,GENUS,SPECIES,ADULT,REP_AQUARIA,REP_TILE,SETTLE_PHOTO,SETTLE_COUNT,OBSERVER,TOOL,SETTLE_TISSUE,SETTLE_S,SETTLE_D,SETTLE_P,SETTLE_DENSITY
13-Apr-17,18-Apr-17,5-7pm,t3,14,159,1,3,26,39,10,Anacropora,Anacropora_spinosa,present,A3,T1,23-Apr-17,26-Apr-17,Carrie,Disecting,no,2,8,0.2,0.029
13-Apr-17,18-Apr-17,5-7pm,t3,14,160,1,4,26,40,50,Anacropora,Anacropora_spinosa,present,A3,T1,23-Apr-17,26-Apr-17,Carrie,Disecting,no,16,34,0.32,0.233
13-Apr-17,18-Apr-17,5-7pm,t3,14,161,2,1,27,37,50,Anacropora,Anacropora_spinosa,present,A3,T2,23-Apr-17,26-Apr-17,Carrie,Disecting,no,25,25,0.5,0.364
13-Apr-17,18-Apr-17,5-7pm,t3,14,162,2,2,27,38,10,Anacropora,Anacropora_spinosa,present,A3,T2,23-Apr-17,26-Apr-17,Carrie,Disecting,no,2,8,0.2,0.029
13-Apr-17,18-Apr-17,5-7pm,t3,14,164,2,4,27,39,100,Anacropora,Anacropora_spinosa,present,A3,T2,23-Apr-17,26-Apr-17,Carrie,Disecting,no,50,50,0.5,0.728
12-Apr-17,18-Apr-17,4-5pm,t3,15,169,1,1,28,41,50,Acropora,Acropora_digitifera,absent,A3,T1,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,10,40,0.2,0.146
12-Apr-17,18-Apr-17,4-5pm,t3,15,170,1,2,28,42,100,Acropora,Acropora_digitifera,absent,A3,T1,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,8,92,0.08,0.117
12-Apr-17,18-Apr-17,4-5pm,t3,15,171,1,3,28,43,10,Acropora,Acropora_digitifera,absent,A3,T1,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,8,2,0.8,0.117
12-Apr-17,18-Apr-17,4-5pm,t3,15,172,1,4,28,44,200,Acropora,Acropora_digitifera,absent,A3,T1,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,70,130,0.35,1.020
12-Apr-17,18-Apr-17,4-5pm,t3,15,173,2,1,29,41,10,Acropora,Acropora_digitifera,absent,A3,T2,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,0,10,0,0.000
12-Apr-17,18-Apr-17,4-5pm,t3,15,174,2,2,29,42,200,Acropora,Acropora_digitifera,absent,A3,T2,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,116,84,0.58,1.689
12-Apr-17,18-Apr-17,4-5pm,t3,15,175,2,3,29,43,50,Acropora,Acropora_digitifera,absent,A3,T2,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,38,12,0.76,0.553
12-Apr-17,18-Apr-17,4-5pm,t3,15,176,2,4,29,44,100,Acropora,Acropora_digitifera,absent,A3,T2,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,5,95,0.05,0.073
12-Apr-17,18-Apr-17,4-5pm,t3,15,177,3,1,30,41,100,Acropora,Acropora_digitifera,absent,A3,T3,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,26,74,0.26,0.379
12-Apr-17,18-Apr-17,4-5pm,t3,15,178,3,2,30,42,10,Acropora,Acropora_digitifera,absent,A3,T3,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,5,5,0.5,0.073
12-Apr-17,18-Apr-17,4-5pm,t3,15,179,3,3,30,43,200,Acropora,Acropora_digitifera,absent,A3,T3,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,173,27,0.865,2.520
12-Apr-17,18-Apr-17,4-5pm,t3,15,180,3,4,30,44,50,Acropora,Acropora_digitifera,absent,A3,T3,22-Apr-17,23-Apr-17,Carrie,Dinoscope,no,40,10,0.8,0.583
13-Apr-17,19-Apr-17,6-7pm,t3,16,181,1,1,31,45,10,Acropora,Acropora_gemmifera,present,A3,T1,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,10,0,0.000
13-Apr-17,19-Apr-17,6-7pm,t3,16,182,1,2,31,46,50,Acropora,Acropora_gemmifera,present,A3,T1,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,50,0,0.000
13-Apr-17,19-Apr-17,6-7pm,t3,16,183,1,3,31,47,100,Acropora,Acropora_gemmifera,present,A3,T1,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,100,0,0.000
13-Apr-17,19-Apr-17,6-7pm,t3,16,184,1,4,31,48,200,Acropora,Acropora_gemmifera,present,A3,T1,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,2,198,0.01,0.029
13-Apr-17,19-Apr-17,6-7pm,t3,16,185,2,1,32,45,50,Acropora,Acropora_gemmifera,present,A3,T2,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,50,0,0.000
13-Apr-17,19-Apr-17,6-7pm,t3,16,186,2,2,32,46,10,Acropora,Acropora_gemmifera,present,A3,T2,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,10,0,0.000
13-Apr-17,19-Apr-17,6-7pm,t3,16,187,2,3,32,47,200,Acropora,Acropora_gemmifera,present,A3,T2,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,1,199,0.005,0.015
13-Apr-17,19-Apr-17,6-7pm,t3,16,188,2,4,32,48,100,Acropora,Acropora_gemmifera,present,A3,T2,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,100,0,0.000
13-Apr-17,19-Apr-17,6-7pm,t3,16,189,3,1,33,45,100,Acropora,Acropora_gemmifera,present,A3,T3,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,2,98,0.02,0.029
13-Apr-17,19-Apr-17,6-7pm,t3,16,190,3,2,33,46,200,Acropora,Acropora_gemmifera,present,A3,T3,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,200,0,0.000
13-Apr-17,19-Apr-17,6-7pm,t3,16,191,3,3,33,47,10,Acropora,Acropora_gemmifera,present,A3,T3,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,1,9,0.1,0.015
13-Apr-17,19-Apr-17,6-7pm,t3,16,192,3,4,33,48,50,Acropora,Acropora_gemmifera,present,A3,T3,23-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,50,0,0.000
13-Apr-17,19-Apr-17,12-1pm,t3,17,193,1,1,34,49,200,Acropora,Acropora_gemmifera,absent,A2,T1,23-Apr-17,24-Apr-17,Sun,Dinoscope,no,22,178,0.11,0.320
13-Apr-17,19-Apr-17,12-1pm,t3,17,194,1,2,34,50,100,Acropora,Acropora_gemmifera,absent,A2,T1,23-Apr-17,24-Apr-17,Sun,Dinoscope,no,3,97,0.03,0.044
13-Apr-17,19-Apr-17,12-1pm,t3,17,195,1,3,34,51,10,Acropora,Acropora_gemmifera,absent,A2,T1,23-Apr-17,24-Apr-17,Sun,Dinoscope,no,5,5,0.5,0.073
13-Apr-17,19-Apr-17,12-1pm,t3,17,196,1,4,34,52,50,Acropora,Acropora_gemmifera,absent,A2,T1,23-Apr-17,24-Apr-17,Sun,Dinoscope,no,7,43,0.14,0.102
13-Apr-17,19-Apr-17,12-1pm,t3,17,197,2,1,35,49,50,Acropora,Acropora_gemmifera,absent,A2,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,26,24,0.52,0.379
13-Apr-17,19-Apr-17,12-1pm,t3,17,198,2,2,35,50,10,Acropora,Acropora_gemmifera,absent,A2,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,5,5,0.5,0.073
13-Apr-17,19-Apr-17,12-1pm,t3,17,199,2,3,35,51,200,Acropora,Acropora_gemmifera,absent,A2,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,46,154,0.23,0.670
13-Apr-17,19-Apr-17,12-1pm,t3,17,200,2,4,35,52,100,Acropora,Acropora_gemmifera,absent,A2,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,65,35,0.65,0.947
13-Apr-17,19-Apr-17,12-1pm,t3,17,201,3,1,36,49,200,Acropora,Acropora_gemmifera,absent,A2,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,64,136,0.32,0.932
13-Apr-17,19-Apr-17,12-1pm,t3,17,202,3,2,36,50,100,Acropora,Acropora_gemmifera,absent,A2,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,73,27,0.73,1.063
13-Apr-17,19-Apr-17,12-1pm,t3,17,203,3,3,36,51,50,Acropora,Acropora_gemmifera,absent,A2,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,24,26,0.48,0.350
13-Apr-17,19-Apr-17,12-1pm,t3,17,204,3,4,36,52,10,Acropora,Acropora_gemmifera,absent,A2,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,4,6,0.4,0.058
12-Apr-17,18-Apr-17,4-5pm,t3,18,205,1,1,37,53,50,Acropora,Acropora_digitifera,present,A2,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,48,2,0.96,0.699
12-Apr-17,18-Apr-17,4-5pm,t3,18,206,1,2,37,54,100,Acropora,Acropora_digitifera,present,A2,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,93,7,0.93,1.355
12-Apr-17,18-Apr-17,4-5pm,t3,18,207,1,3,37,55,10,Acropora,Acropora_digitifera,present,A2,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,1,9,0.1,0.015
12-Apr-17,18-Apr-17,4-5pm,t3,18,208,1,4,37,56,200,Acropora,Acropora_digitifera,present,A2,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,31,169,0.155,0.452
12-Apr-17,18-Apr-17,4-5pm,t3,18,209,2,1,38,53,10,Acropora,Acropora_digitifera,present,A2,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,0,10,0,0.000
12-Apr-17,18-Apr-17,4-5pm,t3,18,210,2,2,38,54,200,Acropora,Acropora_digitifera,present,A2,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,27,173,0.135,0.393
12-Apr-17,18-Apr-17,4-5pm,t3,18,211,2,3,38,55,50,Acropora,Acropora_digitifera,present,A2,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,5,45,0.1,0.073
12-Apr-17,18-Apr-17,4-5pm,t3,18,212,2,4,38,56,100,Acropora,Acropora_digitifera,present,A2,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,82,18,0.82,1.194
12-Apr-17,18-Apr-17,4-5pm,t3,18,213,3,1,39,53,100,Acropora,Acropora_digitifera,present,A2,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,87,13,0.87,1.267
12-Apr-17,18-Apr-17,4-5pm,t3,18,214,3,2,39,54,10,Acropora,Acropora_digitifera,present,A2,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,10,0,1,0.146
12-Apr-17,18-Apr-17,4-5pm,t3,18,215,3,3,39,55,200,Acropora,Acropora_digitifera,present,A2,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,130,70,0.65,1.893
12-Apr-17,18-Apr-17,4-5pm,t3,18,216,3,4,39,56,50,Acropora,Acropora_digitifera,present,A2,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,no,2,48,0.04,0.029
13-Apr-17,18-Apr-17,5-7pm,t4,20,229,1,1,40,57,200,Anacropora,Anacropora_spinosa,absent,A2,T1,22-Apr-17,24-Apr-17,Carrie,Disecting,no,109,91,0.545,1.588
13-Apr-17,18-Apr-17,5-7pm,t4,20,230,1,2,40,58,100,Anacropora,Anacropora_spinosa,absent,A2,T1,22-Apr-17,24-Apr-17,Carrie,Disecting,no,74,26,0.74,1.078
13-Apr-17,18-Apr-17,5-7pm,t4,20,231,1,3,40,59,10,Anacropora,Anacropora_spinosa,absent,A2,T1,22-Apr-17,24-Apr-17,Carrie,Disecting,no,9,1,0.9,0.131
13-Apr-17,18-Apr-17,5-7pm,t4,20,232,1,4,40,60,50,Anacropora,Anacropora_spinosa,absent,A2,T1,22-Apr-17,24-Apr-17,Carrie,Disecting,no,37,13,0.74,0.539
13-Apr-17,18-Apr-17,5-7pm,t4,20,233,2,1,41,57,50,Anacropora,Anacropora_spinosa,absent,A2,T2,22-Apr-17,24-Apr-17,Carrie,Disecting,no,21,29,0.42,0.306
13-Apr-17,18-Apr-17,5-7pm,t4,20,234,2,2,41,58,10,Anacropora,Anacropora_spinosa,absent,A2,T2,22-Apr-17,24-Apr-17,Carrie,Disecting,no,4,6,0.4,0.058
13-Apr-17,18-Apr-17,5-7pm,t4,20,235,2,3,41,59,200,Anacropora,Anacropora_spinosa,absent,A2,T2,22-Apr-17,24-Apr-17,Carrie,Disecting,no,157,43,0.785,2.287
13-Apr-17,18-Apr-17,5-7pm,t4,20,236,2,4,41,60,100,Anacropora,Anacropora_spinosa,absent,A2,T2,22-Apr-17,24-Apr-17,Carrie,Disecting,no,51,49,0.51,0.743
13-Apr-17,18-Apr-17,5-7pm,t4,20,237,3,1,42,57,200,Anacropora,Anacropora_spinosa,absent,A2,T3,22-Apr-17,24-Apr-17,Carrie,Disecting,no,112,88,0.56,1.631
13-Apr-17,18-Apr-17,5-7pm,t4,20,238,3,2,42,58,100,Anacropora,Anacropora_spinosa,absent,A2,T3,22-Apr-17,24-Apr-17,Carrie,Disecting,no,58,42,0.58,0.845
13-Apr-17,18-Apr-17,5-7pm,t4,20,239,3,3,42,59,50,Anacropora,Anacropora_spinosa,absent,A2,T3,22-Apr-17,24-Apr-17,Carrie,Disecting,no,31,19,0.62,0.452
13-Apr-17,18-Apr-17,5-7pm,t4,20,240,3,4,42,60,10,Anacropora,Anacropora_spinosa,absent,A2,T3,22-Apr-17,24-Apr-17,Carrie,Disecting,no,4,6,0.4,0.058
13-Apr-17,18-Apr-17,5-7pm,t4,22,253,1,1,43,61,10,Anacropora,Anacropora_spinosa,absent,A3,T1,22-Apr-17,25-Apr-17,Carrie,Disecting,no,4,6,0.4,0.058
13-Apr-17,18-Apr-17,5-7pm,t4,22,254,1,2,43,62,50,Anacropora,Anacropora_spinosa,absent,A3,T1,22-Apr-17,25-Apr-17,Carrie,Disecting,no,18,32,0.36,0.262
13-Apr-17,18-Apr-17,5-7pm,t4,22,255,1,3,43,63,100,Anacropora,Anacropora_spinosa,absent,A3,T1,22-Apr-17,25-Apr-17,Carrie,Disecting,no,43,57,0.43,0.626
13-Apr-17,18-Apr-17,5-7pm,t4,22,256,1,4,43,64,200,Anacropora,Anacropora_spinosa,absent,A3,T1,22-Apr-17,25-Apr-17,Carrie,Disecting,no,147,53,0.735,2.141
13-Apr-17,18-Apr-17,5-7pm,t4,22,257,2,1,44,61,50,Anacropora,Anacropora_spinosa,absent,A3,T2,22-Apr-17,25-Apr-17,Carrie,Disecting,no,28,22,0.56,0.408
13-Apr-17,18-Apr-17,5-7pm,t4,22,258,2,2,44,62,10,Anacropora,Anacropora_spinosa,absent,A3,T2,22-Apr-17,25-Apr-17,Carrie,Disecting,no,9,1,0.9,0.131
13-Apr-17,18-Apr-17,5-7pm,t4,22,259,2,3,44,63,200,Anacropora,Anacropora_spinosa,absent,A3,T2,22-Apr-17,25-Apr-17,Carrie,Disecting,no,134,66,0.67,1.952
13-Apr-17,18-Apr-17,5-7pm,t4,22,260,2,4,44,64,100,Anacropora,Anacropora_spinosa,absent,A3,T2,22-Apr-17,25-Apr-17,Carrie,Disecting,no,68,32,0.68,0.990
13-Apr-17,18-Apr-17,5-7pm,t4,22,261,3,1,45,61,100,Anacropora,Anacropora_spinosa,absent,A3,T3,22-Apr-17,25-Apr-17,Carrie,Disecting,no,46,54,0.46,0.670
13-Apr-17,18-Apr-17,5-7pm,t4,22,262,3,2,45,62,200,Anacropora,Anacropora_spinosa,absent,A3,T3,22-Apr-17,25-Apr-17,Carrie,Disecting,no,104,96,0.52,1.515
13-Apr-17,18-Apr-17,5-7pm,t4,22,263,3,3,45,63,10,Anacropora,Anacropora_spinosa,absent,A3,T3,22-Apr-17,25-Apr-17,Carrie,Disecting,no,5,5,0.5,0.073
13-Apr-17,18-Apr-17,5-7pm,t4,22,264,3,4,45,64,50,Anacropora,Anacropora_spinosa,absent,A3,T3,22-Apr-17,25-Apr-17,Carrie,Disecting,no,27,23,0.54,0.393
12-Apr-17,18-Apr-17,4-5pm,t4,23,265,1,1,46,65,200,Acropora,Acropora_digitifera,present,A3,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,4,196,0.02,0.058
12-Apr-17,18-Apr-17,4-5pm,t4,23,266,1,2,46,66,100,Acropora,Acropora_digitifera,present,A3,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,17,83,0.17,0.248
12-Apr-17,18-Apr-17,4-5pm,t4,23,267,1,3,46,67,10,Acropora,Acropora_digitifera,present,A3,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,5,5,0.5,0.073
12-Apr-17,18-Apr-17,4-5pm,t4,23,268,1,4,46,68,50,Acropora,Acropora_digitifera,present,A3,T1,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,2,48,0.04,0.029
12-Apr-17,18-Apr-17,4-5pm,t4,23,269,2,1,47,65,50,Acropora,Acropora_digitifera,present,A3,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,6,44,0.12,0.087
12-Apr-17,18-Apr-17,4-5pm,t4,23,270,2,2,47,66,10,Acropora,Acropora_digitifera,present,A3,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,1,9,0.1,0.015
12-Apr-17,18-Apr-17,4-5pm,t4,23,271,2,3,47,67,200,Acropora,Acropora_digitifera,present,A3,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,2,198,0.01,0.029
12-Apr-17,18-Apr-17,4-5pm,t4,23,272,2,4,47,68,100,Acropora,Acropora_digitifera,present,A3,T2,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,62,38,0.62,0.903
12-Apr-17,18-Apr-17,4-5pm,t4,23,273,3,1,48,65,200,Acropora,Acropora_digitifera,present,A3,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,2,198,0.01,0.029
12-Apr-17,18-Apr-17,4-5pm,t4,23,274,3,2,48,66,100,Acropora,Acropora_digitifera,present,A3,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,1,99,0.01,0.015
12-Apr-17,18-Apr-17,4-5pm,t4,23,275,3,3,48,67,50,Acropora,Acropora_digitifera,present,A3,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,4,46,0.08,0.058
12-Apr-17,18-Apr-17,4-5pm,t4,23,276,3,4,48,68,10,Acropora,Acropora_digitifera,present,A3,T3,22-Apr-17,26-Apr-17,Sun,Dinoscope,yes,3,7,0.3,0.044
13-Apr-17,19-Apr-17,12-1pm,t4,24,277,1,1,49,69,50,Acropora,Acropora_gemmifera,absent,A3,T1,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,17,33,0.34,0.248
13-Apr-17,19-Apr-17,12-1pm,t4,24,278,1,2,49,70,100,Acropora,Acropora_gemmifera,absent,A3,T1,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,29,71,0.29,0.422
13-Apr-17,19-Apr-17,12-1pm,t4,24,279,1,3,49,71,10,Acropora,Acropora_gemmifera,absent,A3,T1,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,7,3,0.7,0.102
13-Apr-17,19-Apr-17,12-1pm,t4,24,280,1,4,49,72,200,Acropora,Acropora_gemmifera,absent,A3,T1,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,174,26,0.87,2.534
13-Apr-17,19-Apr-17,12-1pm,t4,24,281,2,1,50,69,10,Acropora,Acropora_gemmifera,absent,A3,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,4,6,0.4,0.058
13-Apr-17,19-Apr-17,12-1pm,t4,24,282,2,2,50,70,200,Acropora,Acropora_gemmifera,absent,A3,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,119,81,0.595,1.733
13-Apr-17,19-Apr-17,12-1pm,t4,24,283,2,3,50,71,50,Acropora,Acropora_gemmifera,absent,A3,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,19,31,0.38,0.277
13-Apr-17,19-Apr-17,12-1pm,t4,24,284,2,4,50,72,100,Acropora,Acropora_gemmifera,absent,A3,T2,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,47,53,0.47,0.685
13-Apr-17,19-Apr-17,12-1pm,t4,24,285,3,1,51,69,100,Acropora,Acropora_gemmifera,absent,A3,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,39,61,0.39,0.568
13-Apr-17,19-Apr-17,12-1pm,t4,24,286,3,2,51,70,10,Acropora,Acropora_gemmifera,absent,A3,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,3,7,0.3,0.044
13-Apr-17,19-Apr-17,12-1pm,t4,24,287,3,3,51,71,200,Acropora,Acropora_gemmifera,absent,A3,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,52,148,0.26,0.757
13-Apr-17,19-Apr-17,12-1pm,t4,24,288,3,4,51,72,50,Acropora,Acropora_gemmifera,absent,A3,T3,23-Apr-17,25-Apr-17,Sun,Dinoscope,no,38,12,0.76,0.553
